iter	RMSE
169	0.1215750795
170	0.1209400214
171	0.1200983939
172	0.1189140139
173	0.117904664
174	0.1170190459
175	0.116104523
176	0.1154766988
177	0.114635497
178	0.1138336082
179	0.1129548613
180	0.1121045085
181	0.1109760425
182	0.1104897234
183	0.1099913696
184	0.1096815266
185	0.1091002314
186	0.108444196
187	0.1079993806
188	0.1073659097
189	0.1064323013
190	0.1057845582
191	0.1050442318
192	0.1044053805
193	0.1034552414
194	0.1025849849
195	0.1019348599
196	0.1010574799
197	0.1004488986
198	0.09957357516
199	0.09890966355
200	0.0983832158
201	0.09767197858
202	0.09685293451
203	0.09612217089
204	0.09527314311
205	0.09434543349
206	0.09382052327
207	0.09299070856
208	0.09226653555
209	0.09156257864
210	0.09074275891
211	0.09013006727
212	0.08948591073
213	0.08866999925
214	0.08790465648
215	0.08712327574
216	0.08635636728
217	0.0855763845
218	0.08517840241
219	0.08443668361
220	0.08371262642
221	0.08304856969
222	0.08247465865
223	0.08189284871
224	0.08127666991
225	0.08058197734
226	0.08004087628
227	0.07959134306
228	0.07896141809
229	0.07854692859
230	0.07821610069
231	0.07770482442
232	0.07739026821
233	0.07692788604
234	0.07648721244
235	0.07606094981
236	0.07524291094
237	0.07483130931
238	0.07431587534
239	0.07375673259
240	0.07330033858
241	0.07264016241
242	0.07194598369
243	0.07127626884
244	0.07098320142
245	0.07028473187
246	0.06999537684
247	0.06936089356
248	0.06908162865
249	0.06846737839
250	0.06825623727
251	0.06795451547
252	0.0673118685
253	0.06691428595
254	0.06653195038
255	0.06601369382
256	0.0655741602
257	0.06494256151
258	0.06455719024
259	0.06429066472
260	0.0638531201
261	0.06356878713
262	0.0630891558
263	0.06249601679
264	0.06208606193
265	0.0618254468
266	0.06152156281
267	0.06091809015
268	0.06069359857
269	0.06009260153
270	0.05953588841
271	0.05904042419
272	0.05884123607
273	0.05848580187
274	0.05791239307
275	0.05759545457
276	0.05698306851
277	0.05666961091
278	0.05643312565
279	0.05619649379
280	0.05567090273
281	0.05524927388
282	0.0550146984
283	0.05483756079
284	0.05437177023
285	0.0541849942
286	0.05402815482
287	0.05368658479
288	0.05329922774
289	0.05278068538
290	0.05230740376
291	0.05211675107
292	0.05169575382
293	0.05126115435
294	0.05080760147
295	0.05048718175
296	0.05024906985
297	0.04982342398
298	0.04947381505
299	0.0490415783
300	0.04889092395
301	0.04877161776
302	0.04845295443
303	0.04810047774
304	0.04768435055
305	0.0475160682
306	0.04711503931
307	0.04668004543
308	0.04632886416
309	0.04613830943
310	0.04578884711
311	0.04541472693
312	0.04532023966
313	0.04501399437
314	0.04468121215
315	0.04453734795
316	0.04416191312
317	0.04385722315
318	0.04368455414
319	0.04342487252
320	0.04310394213
321	0.04304279521
322	0.04274980538
323	0.04243599303
324	0.04209682293
325	0.04185378224
326	0.04147721697
327	0.04122855647
328	0.04092844435
329	0.04076881484
330	0.04050802454
331	0.04032947443
332	0.04012037947
333	0.03983083739
334	0.03956060063
335	0.03945543694
336	0.0391252442
337	0.03883863244
338	0.03878535495
339	0.03864292092
340	0.0383985796
341	0.03833129665
342	0.03807987342
343	0.0379084955
344	0.03779425595
345	0.03770162441
346	0.03742379881
347	0.0373624388
348	0.03719891715
349	0.03690025089
350	0.03664312352
351	0.03658947543
352	0.03645864454
353	0.03636133479
354	0.03617375441
355	0.03589135237
356	0.03571383697
357	0.03565957929
358	0.03545534839
359	0.03520770243
360	0.03495603159
361	0.03470165065
362	0.03465133607
363	0.03461282234
364	0.03449616742
365	0.03430964997
366	0.03426261842
367	0.03410054837
368	0.03378543741
369	0.03374078757
370	0.03364318407
371	0.03360032269
372	0.03327520741
373	0.03322934613
374	0.03307558089
375	0.03286519874
376	0.03254664154
377	0.03248968998
378	0.03227406127
379	0.03213427121
380	0.03197331675
381	0.03175700459
382	0.03149144104
383	0.0314563273
384	0.03138862158
385	0.03112477551
386	0.0309047697
387	0.03069670906
388	0.03064363739
389	0.03056345292
390	0.03034076585
391	0.03030303041
392	0.03026453329
393	0.03003724151
394	0.02986943129
395	0.02963090034
396	0.02959967483
397	0.0293711274
398	0.02919696497
399	0.0289882019
400	0.02895848707
401	0.02880269757
402	0.0285965065
403	0.02855696329
404	0.02851254949
405	0.02845804848
406	0.02824220057
407	0.0281733214
408	0.02795164468
409	0.02770705432
410	0.0275203569
411	0.02740683406
412	0.02722801852
413	0.02718772045
414	0.02716005304
415	0.02698637843
416	0.02681200803
417	0.02669641298
418	0.02665638554
419	0.02659008343
420	0.02638317247
421	0.0263575972
422	0.02629719987
423	0.02625848882
424	0.02606945788
425	0.0259935501
426	0.0259359449
427	0.02575849977
428	0.02557924824
429	0.02539013107
430	0.02520577964
431	0.02518208343
432	0.02511922452
433	0.02509130645
434	0.02502991229
435	0.02497573971
436	0.02483274343
437	0.02481041289
438	0.02460288487
439	0.02457853771
440	0.02439258734
441	0.02436789719
442	0.02429196568
443	0.02422479514
444	0.02406091834
445	0.02403546545
446	0.0238936104
447	0.02370430849
448	0.02358435886
449	0.02341131966
450	0.02328225466
451	0.02325465693
452	0.02304219199
453	0.02288498782
454	0.02270538416
455	0.02265750005
456	0.02248081564
457	0.02239574404
458	0.02236453783
459	0.02216098705
460	0.02214105944
461	0.0220991152
462	0.02204745967
463	0.02202235694
464	0.02186531057
465	0.02181068346
466	0.0216582194
467	0.02153997194
468	0.02140093341
469	0.02136791707
470	0.02118791793
471	0.02103623889
472	0.0208808386
473	0.02074509231
474	0.02062241378
475	0.02048383968
476	0.02045497172
477	0.02032247631
478	0.02019029652
479	0.0200086119
480	0.01995820526
481	0.01993385393
482	0.01980917088
483	0.01975867743
484	0.01963228535
485	0.01961069388
486	0.01957186905
487	0.01953007405
488	0.01951090353
489	0.01949047905
490	0.01946214334
491	0.01932133569
492	0.01918322864
493	0.01907959151
494	0.0189435354
495	0.01881928866
496	0.01874407334
497	0.01862894317
498	0.01858115214
499	0.01847358959
500	0.01845625402
501	0.01838688881
502	0.01836715429
503	0.01822127566
504	0.01813608745
505	0.01798224429
506	0.01795748261
507	0.01783702724
508	0.01782202727
509	0.01772326611
510	0.01757464336
511	0.01748481765
512	0.01734698384
513	0.0172604853
514	0.0171505524
515	0.01703427217
516	0.01687571388
517	0.01685875495
518	0.01673899773
519	0.01668443825
520	0.01658049503
521	0.0164786712
522	0.01646471157
523	0.01633251627
524	0.0162131584
525	0.0160591598
526	0.01594960769
527	0.01584216331
528	0.01571144661
529	0.01560716162
530	0.01558446699
531	0.01557230601
532	0.01546860067
533	0.01536780019
534	0.01527472828
535	0.0151503927
536	0.01506933937
537	0.01504071278
538	0.01495093181
539	0.01486119008
540	0.01474518788
541	0.01462027356
542	0.01452323892
543	0.01440383268
544	0.0143211956
545	0.0142983221
546	0.01422154457
547	0.01413830357
548	0.01404827918
549	0.01399538776
550	0.01397234437
551	0.01395775445
552	0.01386713946
553	0.01378769521
554	0.01369885145
555	0.01361436762
556	0.01351689488
557	0.01343380561
558	0.0133456602
559	0.01325614462
560	0.01316330272
561	0.01309006084
562	0.01302961959
563	0.01292444063
564	0.0129108869
565	0.01283441797
566	0.0127628674
567	0.01268767032
568	0.01266822072
569	0.01259648629
570	0.01252721774
571	0.01251321524
572	0.01242682436
573	0.01233497066
574	0.01225654636
575	0.01218288299
576	0.01210323949
577	0.0120098405
578	0.01196401601
579	0.01189296128
580	0.01180297593
581	0.01174979154
582	0.01173545546
583	0.0116780696
584	0.01165832688
585	0.01158353533
586	0.0115059324
587	0.01143360063
588	0.01135783001
589	0.01133061697
590	0.01125832774
591	0.01115208034
592	0.0111388839
593	0.01108762821
594	0.0110424284
595	0.0109814009
596	0.01097198725
597	0.01090178527
598	0.01089135802
599	0.0108549684
600	0.01076551657
601	0.01066972381
602	0.01062544437
603	0.01060971096
604	0.01060171038
605	0.01056149314
606	0.01048525748
607	0.01042567629
608	0.01034100759
609	0.01025708665
610	0.01018166385
611	0.01013126839
612	0.01010838392
613	0.01009999156
614	0.01004013178
615	0.01003138498
616	0.010019034
617	0.009941208565
618	0.009871852725
619	0.009802012765
620	0.009750106561
621	0.009735414544
622	0.009669097918
623	0.009661959243
624	0.00964000781
625	0.009633197709
626	0.009623823676
627	0.009573625097
628	0.009526917736
629	0.00945084064
630	0.00939943372
631	0.009328415096
632	0.009290379504
633	0.00922258601
634	0.009159249146
635	0.009148627075
636	0.009090121025
637	0.009024611416
638	0.008956132158
639	0.00889736371
640	0.008841195005
641	0.00878182224
642	0.008769723392
643	0.008727637175
644	0.008719897091
645	0.008708434497
646	0.008640847094
647	0.008582261326
648	0.008574656654
649	0.008533881535
650	0.008498640388
651	0.008428513085
652	0.008377077236
653	0.008337873139
654	0.008274826025
655	0.008265004937
656	0.008208883488
657	0.008169837108
658	0.00815642248
659	0.008100133813
660	0.008081380101
661	0.008017775902
662	0.007955408782
663	0.007945326571
664	0.007886225831
665	0.007827637317
666	0.007820587085
667	0.007776854652
668	0.007770974281
669	0.007714384162
670	0.007666603928
671	0.00760003194
672	0.00753136974
673	0.007486075504
674	0.007430694246
675	0.007396554
676	0.007336801708
677	0.0072960398
678	0.007245662673
679	0.007204894669
680	0.007161658823
681	0.007153485775
682	0.007098970397
683	0.007068088304
684	0.007025204386
685	0.00699158664
686	0.006944743684
687	0.00690196168
688	0.006848257233
689	0.006816925422
690	0.006773455147
691	0.006721624325
692	0.006714982654
693	0.006688535928
694	0.006643447862
695	0.006608707679
696	0.006587387596
697	0.006537401028
698	0.006515576719
699	0.006509024537
700	0.00646922412
701	0.006414739775
702	0.006388652516
703	0.006335510226
704	0.00629148089
705	0.006260101346
706	0.006217821735
707	0.006175176067
708	0.006134312917
709	0.006104786606
710	0.00610000864
711	0.006079494686
712	0.006033665763
713	0.006003295072
714	0.005977232424
715	0.005954429503
716	0.005908546787
717	0.005868101414
718	0.005830115448
719	0.00582427198
720	0.005777796125
721	0.005746203894
722	0.005715639104
723	0.00568486876
724	0.005668788786
725	0.005641752909
726	0.005608990426
727	0.005580829498
728	0.005543731421
729	0.005498160661
730	0.005468522792
731	0.005460267255
732	0.00542453554
733	0.005413880903
734	0.005404305399
735	0.005387473507
736	0.005351651675
737	0.005318653253
738	0.005295413446
739	0.0052911495
740	0.005259013145
741	0.005253014809
742	0.005234152917
743	0.005206584283
744	0.005202395868
745	0.005171644905
746	0.005141786772
747	0.005118598437
748	0.005074964956
749	0.005045412117
750	0.005026489015
751	0.00499094805
752	0.004956449406
753	0.004930460555
754	0.00489609397
755	0.00485850374
756	0.00482304856
757	0.004790621653
758	0.004752052468
759	0.004721605806
760	0.004695061775
761	0.004655745047
762	0.004648695916
763	0.004642316124
764	0.004608769028
765	0.004571547521
766	0.004539133308
767	0.004512368983
768	0.004488553793
769	0.004467654355
770	0.004463073837
771	0.004442582666
772	0.00441680875
773	0.004377735778
774	0.004352281454
775	0.004348245778
776	0.004314485543
777	0.00431063572
778	0.004276165685
779	0.004251271078
780	0.004232571442
781	0.004206240115
782	0.00418864747
783	0.004159473488
784	0.004141438136
785	0.004114934301
786	0.00408911291
787	0.004062274736
788	0.004039074663
789	0.004018115048
790	0.003990605302
791	0.003973850339
792	0.00396706299
793	0.003941056285
794	0.003927655475
795	0.003913053195
796	0.003886036797
797	0.003878955601
798	0.003856841742
799	0.003839167806
800	0.003815056967
801	0.003790596296
802	0.003764352944
803	0.003745409617
804	0.003719671278
805	0.003694618979
806	0.003677654126
807	0.003659435461
808	0.003631358184
809	0.003606514731
810	0.003588052634
811	0.003584634743
812	0.003579632393
813	0.003564883911
814	0.003544667435
815	0.003519414092
816	0.003495444879
817	0.003474289826
818	0.003457962754
819	0.003436220136
820	0.003429450974
821	0.003403890593
822	0.003379047774
823	0.003374922555
824	0.003371328289
825	0.003358278884
826	0.00335413113
827	0.003349920721
828	0.003328710726
829	0.003305389172
830	0.003285618956
831	0.003281723612
832	0.003279189251
833	0.003263900835
834	0.00324663188
835	0.003220860362
836	0.003212818145
837	0.003197813639
838	0.003176541869
839	0.00316330288
840	0.00314353317
841	0.003117230541
842	0.003094890688
843	0.003090484684
844	0.003061587583
845	0.003041244527
846	0.003023792134
847	0.003011877587
848	0.0029957003
849	0.002991486837
850	0.002981888001
851	0.002962597742
852	0.002951484567
853	0.002928546786
854	0.002907473391
855	0.002888933842
856	0.002871774212
857	0.002853559159
858	0.00283034406
859	0.002814789931
860	0.002808731434
861	0.002795258085
862	0.002775238951
863	0.002757912689
864	0.002740730102
865	0.002724393058
866	0.002711018362
867	0.002701534368
868	0.002698544936
869	0.002687174047
870	0.002669303067
871	0.00264963183
872	0.002644607817
873	0.002632630053
874	0.002614208948
875	0.002611222395
876	0.002599975887
877	0.002597438948
878	0.002577917541
879	0.002563704883
880	0.002560744463
881	0.00254629706
882	0.002529158054
883	0.002524109608
884	0.002507380723
885	0.002498350834
886	0.002479372917
887	0.002465168645
888	0.002446725676
889	0.00242978434
890	0.002420149
891	0.002404845408
892	0.002402512913
893	0.00239758807
894	0.002394929201
895	0.002386100902
896	0.00238319326
897	0.002362501026
898	0.002345444629
899	0.002332384713
900	0.00231583599
901	0.00231183301
902	0.002308891316
903	0.002296984496
904	0.002280159895
905	0.002264039324
906	0.002249961181
907	0.002232474205
908	0.002218648323
909	0.002209762342
910	0.002193966526
911	0.002177105001
912	0.002167121782
913	0.002155889304
914	0.002140353079
915	0.002125504263
916	0.002119136392
917	0.002101294743
918	0.002085999783
919	0.002079963351
920	0.002066795294
921	0.002056214484
922	0.002053982704
923	0.002047203325
924	0.002041490279
925	0.00203805185
926	0.00202794151
927	0.002016165663
928	0.002004598853
929	0.002000451807
930	0.001985572486
931	0.001979163828
932	0.001972522887
933	0.00195807727
934	0.001946102241
935	0.001940221587
936	0.001932929049
937	0.001916418127
938	0.001914117455
939	0.001902353336
940	0.001898552778
941	0.001895969167
942	0.001884615158
943	0.001877396441
944	0.001862522972
945	0.001849683402
946	0.001837753852
947	0.001830837827
948	0.001822022729
949	0.001820607911
950	0.001816525163
951	0.001803049365
952	0.001801064717
953	0.00178843644
954	0.001780220436
955	0.001777562992
956	0.001762287738
957	0.001754388794
958	0.001751168831
959	0.001737164368
960	0.001724934171
961	0.001714470935
962	0.001713096698
963	0.001702053349
964	0.00169109536
965	0.001679518318
966	0.001674349502
967	0.001662397155
968	0.001660212575
969	0.00165026951
970	0.001647737349
971	0.001637770982
972	0.001628578871
973	0.001619437501
974	0.001609594699
975	0.001601311863
976	0.001589533473
977	0.00157812198
978	0.00156971173
979	0.001561783203
980	0.001551377444
981	0.00153921895
982	0.001537824521
983	0.001531213858
984	0.001523483404
985	0.001521472498
986	0.001514175471
987	0.001500549898
988	0.001493760855
989	0.001487153289
990	0.001476279191
991	0.001474339699
992	0.001465947239
993	0.001455876594
994	0.001444942937
995	0.001437612379
996	0.001434896052
997	0.001428164302
998	0.001417373596
999	0.001416174745
